,コード,銘柄名
3130,7456,松田産業
3131,7458,第一興商
3132,7459,メディパルホールディングス
3133,7460,ヤギ
3134,7461,キムラ
3135,7462,ＣＡＰＩＴＡ
3136,7463,アドヴァングループ
3137,7464,セフテック
3138,7466,ＳＰＫ
3139,7467,萩原電気ホールディングス
3140,7472,鳥羽洋行
3141,7475,アルビス
3142,7476,アズワン
3143,7477,ムラキ
3144,7480,スズデン
3145,7481,尾家産業
3146,7482,シモジマ
3147,7483,ドウシシャ
3148,7486,サンリン
3149,7487,小津産業
3150,7490,日新商事
3151,7494,コナカ
3152,7500,西川計測
3153,7501,ティムコ
3154,7502,プラザクリエイト本社
3155,7504,高速
3156,7505,扶桑電通
3157,7506,ハウス　オブ　ローゼ
3158,7508,Ｇ－７ホールディングス
3159,7509,アイエーグループ
3160,7510,たけびし
3161,7512,イオン北海道
3162,7513,コジマ
3163,7514,ヒマラヤ
3164,7515,マルヨシセンター
3165,7516,コーナン商事
3166,7518,ネットワンシステムズ
3167,7520,エコス
3168,7521,ムサシ
3169,7522,ワタミ
3170,7523,アールビバン
3171,7524,マルシェ
3172,7525,リックス
3173,7527,システムソフト
3174,7531,清和中央ホールディングス
3175,7532,パン・パシフィック・インターナショナルホールディングス
3176,7537,丸文
3177,7538,大水
3178,7539,アイナボホールディングス
3179,7544,スリーエフ
3180,7545,西松屋チェーン
3181,7550,ゼンショーホールディングス
3182,7551,ウェッズ
3183,7552,ハピネット
3184,7554,幸楽苑ホールディングス
3185,7555,大田花き
3186,7559,ジーエフシー
3187,7561,ハークスレイ
3188,7562,安楽亭
3189,7564,ワークマン
3190,7565,萬世電機
3191,7567,栄電子
3192,7570,橋本総業ホールディングス
3193,7571,ヤマノホールディングス
3194,7575,日本ライフライン
3195,7578,ニチリョク
3196,7581,サイゼリヤ
3197,7585,かんなん丸
3198,7590,タカショー
3199,7593,ＶＴホールディングス
3200,7595,アルゴグラフィックス
3201,7596,魚力
3202,7599,ＩＤＯＭ
3203,7600,日本エム・ディ・エム
3204,7601,ポプラ
3205,7602,カーチスホールディングス
3206,7603,マックハウス
3207,7604,梅の花
3208,7605,フジ・コーポレーション
3209,7606,ユナイテッドアローズ
3210,7607,進和
3211,7608,エスケイジャパン
3212,7609,ダイトロン
3213,7610,テイツー
3214,7611,ハイデイ日高
3215,7613,シークス
3216,7614,オーエムツーネットワーク
3217,7615,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　Ｈｏｌｄｉｎｇｓ
3218,7616,コロワイド
3219,7618,ピーシーデポコーポレーション
3220,7619,田中商事
3221,7621,うかい
3222,7623,サンオータス
3223,7624,ＮａＩＴＯ
3224,7625,グローバルダイニング
3225,7628,オーハシテクニカ
3226,7630,壱番屋
3227,7634,星医療酸器
3228,7635,杉田エース
3229,7636,ハンズマン
3230,7637,白銅
3231,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ
3232,7640,トップカルチャー
3233,7643,ダイイチ
3234,7646,ＰＬＡＮＴ
3235,7647,音通
3236,7649,スギホールディングス
3237,7670,オーウエル
3238,7671,ＡｍｉｄＡホールディングス
3239,7673,ダイコー通産
3240,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス
3241,7676,グッドスピード
3242,7677,ヤシマキザイ
3243,7678,あさくま
3244,7679,薬王堂ホールディングス
3245,7680,軽自動車館
3246,7681,レオクラン
3247,7682,浜木綿
3248,7683,ダブルエー
3249,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3250,7686,カクヤスグループ
3251,7687,ミクリード
3252,7689,コパ・コーポレーション
3253,7690,カレント自動車
3254,7691,Ｃ　Ｃｈａｎｎｅｌ
3255,7692,アースインフィニティ
3256,7693,北海道歯科産業
3257,7694,いつも
3258,7695,交換できるくん
3259,7698,アイスコ
3260,7699,オムニ・プラス・システム・リミテッド　ＪＤＲ
3261,7701,島津製作所
3262,7702,ＪＭＳ
3263,7705,ジーエルサイエンス
3264,7707,プレシジョン・システム・サイエンス
3265,7709,クボテック
3266,7711,助川電気工業
3267,7713,シグマ光機
3268,7715,長野計器
3269,7716,ナカニシ
3270,7717,ブイ・テクノロジー
3271,7718,スター精密
3272,7719,東京衡機
3273,7721,東京計器
3274,7722,国際計測器
3275,7723,愛知時計電機
3276,7725,インターアクション
3277,7726,黒田精工
3278,7727,オーバル
3279,7729,東京精密
3280,7730,マニー
3281,7731,ニコン
3282,7732,トプコン
3283,7733,オリンパス
3284,7734,理研計器
3285,7735,ＳＣＲＥＥＮホールディングス
3286,7739,キヤノン電子
3287,7740,タムロン
3288,7741,ＨＯＹＡ
3289,7743,シード
3290,7744,ノーリツ鋼機
3291,7745,Ａ＆Ｄホロンホールディングス
3292,7746,岡本硝子
3293,7747,朝日インテック
3294,7749,メディキット
3295,7751,キヤノン
3296,7752,リコー
3297,7760,ＩＭＶ
3298,7762,シチズン時計
3299,7769,リズム
3300,7771,日本精密
3301,7774,ジャパン・ティッシュエンジニアリング
3302,7775,大研医器
3303,7776,セルシード
3304,7777,スリー・ディー・マトリックス
3305,7779,ＣＹＢＥＲＤＹＮＥ
3306,7780,メニコン
3307,7781,平山ホールディングス
3308,7782,シンシア
3309,7790,バルコス
3310,7791,ドリームベッド
3311,7792,コラントッテ
3312,7793,イメージ・マジック
3313,7794,イーディーピー
3314,7795,ＫＹＯＲＩＴＳＵ
3315,7800,アミファ
3316,7803,ブシロード
3317,7804,ビーアンドピー
3318,7805,プリントネット
3319,7806,ＭＴＧ
3320,7807,幸和製作所
3321,7808,シー・エス・ランバー
3322,7809,壽屋
3323,7810,クロスフォー
3324,7811,中本パックス
3325,7812,クレステック
3326,7813,プラッツ
3327,7814,日本創発グループ
3328,7815,東京ボード工業
3329,7816,スノーピーク
3330,7817,パラマウントベッドホールディングス
3331,7818,トランザクション
3332,7819,粧美堂
3333,7820,ニホンフラッシュ
3334,7821,前田工繊
3335,7822,永大産業
3336,7823,アートネイチャー
3337,7826,フルヤ金属
3338,7827,オービス
3339,7829,サマンサタバサジャパンリミテッド
3340,7831,ウイルコホールディングス
3341,7832,バンダイナムコホールディングス
3342,7833,アイフィスジャパン
3343,7836,アビックス
3344,7837,アールシーコア
3345,7839,ＳＨＯＥＩ
3346,7840,フランスベッドホールディングス
3347,7841,遠藤製作所
3348,7844,マーベラス
3349,7846,パイロットコーポレーション
3350,7847,グラファイトデザイン
3351,7849,スターツ出版
3352,7850,総合商研
3353,7851,カワセコンピュータサプライ
3354,7856,萩原工業
3355,7857,セキ
3356,7859,アルメディオ
3357,7860,エイベックス
3358,7863,平賀
3359,7864,フジシールインターナショナル
3360,7865,ピープル
3361,7867,タカラトミー
3362,7868,広済堂ホールディングス
3363,7871,フクビ化学工業
3364,7872,エステールホールディングス
3365,7874,レック
3366,7875,竹田印刷
3367,7877,永大化工
3368,7878,光・彩
3369,7879,ノダ
3370,7883,サンメッセ
3371,7885,タカノ
3372,7886,ヤマト・インダストリー
3373,7887,南海プライウッド
3374,7888,三光合成
3375,7893,プロネクサス
3376,7896,セブン工業
3377,7897,ホクシン
3378,7898,ウッドワン
3379,7899,ＭＩＣＳ化学
3380,7901,マツモト
3381,7902,ソノコム
3382,7905,大建工業
3383,7906,ヨネックス
3384,7908,きもと
3385,7911,凸版印刷
3386,7912,大日本印刷
3387,7914,共同印刷
3388,7915,ＮＩＳＳＨＡ
3389,7916,光村印刷
3390,7917,藤森工業
3391,7918,ヴィア・ホールディングス
3392,7919,野崎印刷紙業
3393,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ
3394,7922,三光産業
3395,7923,トーイン
3396,7925,前澤化成工業
3397,7927,ムトー精工
3398,7928,旭化学工業
3399,7931,未来工業
3400,7932,ニッピ
3401,7936,アシックス
3402,7937,ツツミ
3403,7938,リーガルコーポレーション
3404,7939,研創
3405,7940,ウェーブロックホールディングス
3406,7942,ＪＳＰ
3407,7943,ニチハ
3408,7944,ローランド
3409,7946,光陽社
3410,7947,エフピコ
3411,7949,小松ウオール工業
3412,7951,ヤマハ
3413,7952,河合楽器製作所
3414,7953,菊水化学工業
3415,7955,クリナップ
3416,7956,ピジョン
3417,7957,フジコピアン
3418,7958,天馬
3419,7961,兼松サステック
3420,7962,キングジム
3421,7963,興研
3422,7965,象印マホービン
3423,7966,リンテック
3424,7970,信越ポリマー
3425,7971,東リ
3426,7972,イトーキ
3427,7974,任天堂
3428,7975,リヒトラブ
3429,7976,三菱鉛筆
3430,7979,松風
3431,7980,重松製作所
3432,7981,タカラスタンダード
3433,7983,ミロク
3434,7984,コクヨ
3435,7985,ネポン
3436,7986,日本アイ・エス・ケイ
3437,7987,ナカバヤシ
3438,7988,ニフコ
3439,7989,立川ブラインド工業
3440,7990,グローブライド
3441,7991,マミヤ・オーピー
3442,7992,セーラー万年筆
3443,7994,オカムラ
3444,7995,バルカー
3445,7997,くろがね工作所
3446,7999,ＭＵＴＯＨホールディングス
3447,8001,伊藤忠商事
3448,8002,丸紅
3449,8005,スクロール
3450,8006,ユアサ・フナショク
3451,8007,高島
3452,8008,ヨンドシーホールディングス
3453,8011,三陽商会
3454,8012,長瀬産業
3455,8013,ナイガイ
3456,8014,蝶理
3457,8015,豊田通商
3458,8016,オンワードホールディングス
3459,8018,三共生興
3460,8020,兼松
3461,8022,美津濃
3462,8023,大興電子通信
3463,8025,ツカモトコーポレーション
3464,8029,ルックホールディングス
3465,8030,中央魚類
3466,8031,三井物産
3467,8032,日本紙パルプ商事
3468,8035,東京エレクトロン
3469,8037,カメイ
3470,8038,東都水産
3471,8039,築地魚市場
3472,8040,東京ソワール
3473,8041,ＯＵＧホールディングス
3474,8043,スターゼン
3475,8045,横浜丸魚
3476,8046,丸藤シートパイル
3477,8050,セイコーグループ
3478,8051,山善
3479,8052,椿本興業
3480,8053,住友商事
3481,8056,ＢＩＰＲＯＧＹ
3482,8057,内田洋行
3483,8058,三菱商事
3484,8059,第一実業
3485,8060,キヤノンマーケティングジャパン
3486,8061,西華産業
3487,8065,佐藤商事
3488,8066,三谷商事
3489,8068,菱洋エレクトロ
3490,8070,東京産業
3491,8072,日本出版貿易
3492,8074,ユアサ商事
3493,8075,神鋼商事
3494,8076,カノークス
3495,8077,トルク
3496,8078,阪和興業
3497,8079,正栄食品工業
3498,8081,カナデン
3499,8084,菱電商事
3500,8085,ナラサキ産業
3501,8086,ニプロ
3502,8088,岩谷産業
3503,8089,ナイス
3504,8091,ニチモウ
3505,8093,極東貿易
3506,8095,アステナホールディングス
3507,8096,兼松エレクトロニクス
3508,8097,三愛オブリ
3509,8098,稲畑産業
3510,8101,ＧＳＩクレオス
3511,8103,明和産業
3512,8104,クワザワホールディングス
3513,8105,堀田丸正
3514,8107,キムラタン
3515,8111,ゴールドウイン
3516,8113,ユニ・チャーム
3517,8114,デサント
3518,8115,ムーンバット
3519,8117,中央自動車工業
3520,8118,キング
3521,8119,三栄コーポレーション
3522,8123,川辺
3523,8125,ワキタ
3524,8127,ヤマトインターナショナル
3525,8129,東邦ホールディングス
3526,8130,サンゲツ
3527,8131,ミツウロコグループホールディングス
3528,8132,シナネンホールディングス
3529,8133,伊藤忠エネクス
3530,8135,ゼット
3531,8136,サンリオ
3532,8137,サンワテクノス
3533,8138,三京化成
3534,8139,ナガホリ
3535,8140,リョーサン
3536,8141,新光商事
3537,8142,トーホー
3538,8143,ラピーヌ
3539,8144,デンキョーグループホールディングス
3540,8147,トミタ
3541,8150,三信電気
3542,8151,東陽テクニカ
3543,8152,ソマール
3544,8153,モスフードサービス
3545,8154,加賀電子
3546,8155,三益半導体工業
3547,8157,都築電気
3548,8158,ソーダニッカ
3549,8159,立花エレテック
3550,8160,木曽路
3551,8163,ＳＲＳホールディングス
3552,8165,千趣会
3553,8166,タカキュー
3554,8167,リテールパートナーズ
3555,8168,ケーヨー
3556,8173,上新電機
3557,8174,日本瓦斯
3558,8179,ロイヤルホールディングス
3559,8181,東天紅
3560,8182,いなげや
3561,8185,チヨダ
3562,8194,ライフコーポレーション
3563,8198,マックスバリュ東海
3564,8200,リンガーハット
3565,8202,ラオックスホールディングス
3566,8203,ＭｒＭａｘＨＤ
3567,8207,テンアライド
3568,8208,エンチョー
3569,8209,フレンドリー
3570,8214,ＡＯＫＩホールディングス
3571,8215,銀座山形屋
3572,8217,オークワ
3573,8218,コメリ
3574,8219,青山商事
3575,8225,タカチホ
3576,8226,理経
3577,8227,しまむら
3578,8230,はせがわ
3579,8233,高島屋
3580,8237,松屋
3581,8242,エイチ・ツー・オー　リテイリング
3582,8244,近鉄百貨店
3583,8247,大和
3584,8249,テクノアソシエ
3585,8252,丸井グループ
3586,8253,クレディセゾン
3587,8254,さいか屋
3588,8255,アクシアル　リテイリング
3589,8256,プロルート丸光
3590,8260,井筒屋
3591,8267,イオン
3592,8273,イズミ
3593,8275,フォーバル
3594,8276,平和堂
3595,8278,フジ
3596,8279,ヤオコー
3597,8281,ゼビオホールディングス
3598,8282,ケーズホールディングス
3599,8283,ＰＡＬＴＡＣ
3600,8285,三谷産業
3601,8289,Ｏｌｙｍｐｉｃグループ
3602,8291,日産東京販売ホールディングス
3603,8301,日本銀行　出資証券
3604,8303,ＳＢＩ新生銀行
3605,8304,あおぞら銀行
3606,8306,三菱ＵＦＪフィナンシャル・グループ
3607,8308,りそなホールディングス
3608,8309,三井住友トラスト・ホールディングス
3609,8316,三井住友フィナンシャルグループ
3610,8331,千葉銀行
3611,8334,群馬銀行
3612,8336,武蔵野銀行
3613,8337,千葉興業銀行
3614,8338,筑波銀行
3615,8341,七十七銀行
3616,8343,秋田銀行
3617,8344,山形銀行
3618,8345,岩手銀行
3619,8346,東邦銀行
3620,8349,東北銀行
3621,8354,ふくおかフィナンシャルグループ
3622,8358,スルガ銀行
3623,8359,八十二銀行
3624,8360,山梨中央銀行
3625,8361,大垣共立銀行
3626,8362,福井銀行
3627,8364,清水銀行
3628,8365,富山銀行
3629,8366,滋賀銀行
3630,8367,南都銀行
3631,8368,百五銀行
3632,8369,京都銀行
3633,8370,紀陽銀行
3634,8377,ほくほくフィナンシャルグループ
3635,8381,山陰合同銀行
3636,8383,鳥取銀行
3637,8386,百十四銀行
3638,8387,四国銀行
3639,8388,阿波銀行
3640,8392,大分銀行
3641,8393,宮崎銀行
3642,8395,佐賀銀行
3643,8399,琉球銀行
3644,8410,セブン銀行
3645,8411,みずほフィナンシャルグループ
3646,8416,高知銀行
3647,8418,山口フィナンシャルグループ
3648,8421,信金中央金庫　優先出資証券
3649,8424,芙蓉総合リース
3650,8425,みずほリース
3651,8439,東京センチュリー
3652,8462,フューチャーベンチャーキャピタル
3653,8473,ＳＢＩホールディングス
3654,8508,Ｊトラスト
3655,8511,日本証券金融
3656,8515,アイフル
3657,8518,日本アジア投資
3658,8521,長野銀行
3659,8522,名古屋銀行
3660,8524,北洋銀行
3661,8537,大光銀行
3662,8541,愛媛銀行
3663,8542,トマト銀行
3664,8544,京葉銀行
3665,8550,栃木銀行
3666,8551,北日本銀行
3667,8558,東和銀行
3668,8562,福島銀行
3669,8563,大東銀行
3670,8566,リコーリース
3671,8570,イオンフィナンシャルサービス
3672,8572,アコム
3673,8584,ジャックス
3674,8585,オリエントコーポレーション
3675,8591,オリックス
3676,8593,三菱ＨＣキャピタル
3677,8595,ジャフコ　グループ
3678,8596,九州リースサービス
3679,8600,トモニホールディングス
3680,8601,大和証券グループ本社
3681,8604,野村ホールディングス
3682,8609,岡三証券グループ
3683,8613,丸三証券
3684,8614,東洋証券
3685,8616,東海東京フィナンシャル・ホールディングス
3686,8617,光世証券
3687,8622,水戸証券
3688,8624,いちよし証券
3689,8628,松井証券
3690,8630,ＳＯＭＰＯホールディングス
3691,8697,日本取引所グループ
3692,8698,マネックスグループ
3693,8699,ＨＳホールディングス
3694,8700,丸八証券
3695,8704,トレイダーズホールディングス
3696,8705,日産証券グループ
3697,8706,極東証券
3698,8707,岩井コスモホールディングス
3699,8708,アイザワ証券グループ
3700,8713,フィデアホールディングス
3701,8714,池田泉州ホールディングス
3702,8715,アニコム　ホールディングス
3703,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス
3704,8732,マネーパートナーズグループ
3705,8737,あかつき本社
3706,8739,スパークス・グループ
3707,8742,小林洋行
3708,8746,第一商品
3709,8747,豊トラスティ証券
3710,8750,第一生命ホールディングス
3711,8766,東京海上ホールディングス
3712,8769,アドバンテッジリスクマネジメント
3713,8771,イー・ギャランティ
3714,8772,アサックス
3715,8783,ＧＦＡ
3716,8789,フィンテック　グローバル
3717,8793,ＮＥＣキャピタルソリューション
3718,8795,Ｔ＆Ｄホールディングス
3719,8798,アドバンスクリエイト
3720,8801,三井不動産
3721,8802,三菱地所
3722,8803,平和不動産
3723,8804,東京建物
3724,8818,京阪神ビルディング
3725,8830,住友不動産
3726,8835,太平洋興発
3727,8836,ＲＩＳＥ
3728,8841,テーオーシー
3729,8842,東京楽天地
3730,8844,コスモスイニシア
3731,8848,レオパレス２１
3732,8850,スターツコーポレーション
3733,8854,日住サービス
3734,8860,フジ住宅
3735,8864,空港施設
3736,8869,明和地所
3737,8871,ゴールドクレスト
3738,8876,リログループ
3739,8877,エスリード
3740,8881,日神グループホールディングス
3741,8886,ウッドフレンズ
3742,8887,リベレステ
3743,8889,ＡＰＡＭＡＮ
3744,8890,レーサム
3745,8891,ＡＭＧホールディングス
3746,8892,日本エスコン
3747,8893,新日本建物
3748,8894,ＲＥＶＯＬＵＴＩＯＮ
3749,8897,ＭＩＲＡＲＴＨホールディングス
3750,8898,センチュリー２１・ジャパン
3751,8903,サンウッド
3752,8904,ＡＶＡＮＴＩＡ
3753,8905,イオンモール
3754,8908,毎日コムネット
3755,8912,エリアクエスト
3756,8914,エリアリンク
3757,8917,ファースト住建
3758,8918,ランド
3759,8919,カチタス
3760,8920,東祥
3761,8921,シーズクリエイト
3762,8923,トーセイ
3763,8925,アルデプロ
3764,8927,明豊エンタープライズ
3765,8928,穴吹興産
3766,8929,青山財産ネットワークス
3767,8931,和田興産
3768,8934,サンフロンティア不動産
3769,8935,ＦＪネクストホールディングス
3770,8938,グローム・ホールディングス
3771,8940,インテリックス
3772,8944,ランドビジネス
3773,8945,サンネクスタグループ
3774,8946,ＡＳＩＡＮ　ＳＴＡＲ
3775,8951,日本ビルファンド投資法人
3776,8952,ジャパンリアルエステイト投資法人
3777,8953,日本都市ファンド投資法人
3778,8954,オリックス不動産投資法人
3779,8955,日本プライムリアルティ投資法人
3780,8956,ＮＴＴ都市開発リート投資法人
3781,8957,東急リアル・エステート投資法人
3782,8958,グローバル・ワン不動産投資法人
3783,8960,ユナイテッド・アーバン投資法人
3784,8961,森トラストリート投資法人
3785,8963,インヴィンシブル投資法人
3786,8964,フロンティア不動産投資法人
3787,8966,平和不動産リート投資法人
3788,8967,日本ロジスティクスファンド投資法人
3789,8968,福岡リート投資法人
3790,8972,ケネディクス・オフィス投資法人
3791,8975,いちごオフィスリート投資法人
3792,8976,大和証券オフィス投資法人
3793,8977,阪急阪神リート投資法人
3794,8979,スターツプロシード投資法人
3795,8984,大和ハウスリート投資法人
3796,8985,ジャパン・ホテル・リート投資法人
3797,8986,大和証券リビング投資法人
3798,8987,ジャパンエクセレント投資法人
3799,8995,誠建設工業
3800,8996,ハウスフリーダム
3801,8999,グランディハウス
3802,9001,東武鉄道
3803,9003,相鉄ホールディングス
3804,9005,東急
3805,9006,京浜急行電鉄
3806,9007,小田急電鉄
3807,9008,京王電鉄
3808,9009,京成電鉄
3809,9010,富士急行
3810,9012,秩父鉄道
3811,9017,新潟交通
3812,9020,東日本旅客鉄道
3813,9021,西日本旅客鉄道
3814,9022,東海旅客鉄道
3815,9024,西武ホールディングス
3816,9025,鴻池運輸
3817,9028,ゼロ
3818,9029,ヒガシトゥエンティワン
3819,9031,西日本鉄道
3820,9033,広島電鉄
3821,9034,南総通運
3822,9036,東部ネットワーク
3823,9037,ハマキョウレックス
3824,9039,サカイ引越センター
3825,9041,近鉄グループホールディングス
3826,9042,阪急阪神ホールディングス
3827,9044,南海電気鉄道
3828,9045,京阪ホールディングス
3829,9046,神戸電鉄
3830,9048,名古屋鉄道
3831,9049,京福電気鉄道
3832,9051,センコン物流
3833,9052,山陽電気鉄道
3834,9055,アルプス物流
3835,9057,遠州トラック
3836,9058,トランコム
3837,9059,カンダホールディングス
3838,9060,日本ロジテム
3839,9063,岡山県貨物運送
3840,9064,ヤマトホールディングス
3841,9065,山九
3842,9066,日新
3843,9067,丸運
3844,9068,丸全昭和運輸
3845,9069,センコーグループホールディングス
3846,9070,トナミホールディングス
3847,9072,ニッコンホールディングス
3848,9073,京極運輸商事
3849,9074,日本石油輸送
3850,9075,福山通運
3851,9076,セイノーホールディングス
3852,9078,エスライン
3853,9081,神奈川中央交通
3854,9082,大和自動車交通
3855,9083,神姫バス
3856,9087,タカセ
3857,9090,ＡＺ－ＣＯＭ丸和ホールディングス
3858,9099,Ｃ＆Ｆロジホールディングス
3859,9101,日本郵船
3860,9104,商船三井
3861,9107,川崎汽船
3862,9110,ＮＳユナイテッド海運
3863,9115,明治海運
3864,9119,飯野海運
3865,9127,玉井商船
3866,9130,共栄タンカー
3867,9142,九州旅客鉄道
3868,9143,ＳＧホールディングス
3869,9145,ビーイングホールディングス
3870,9146,五健堂
3871,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス
3872,9149,大友ロジスティクスサービス
3873,9171,栗林商船
3874,9173,東海汽船
3875,9193,東京汽船
3876,9201,日本航空
3877,9202,ＡＮＡホールディングス
3878,9204,スカイマーク
3879,9206,スターフライヤー
3880,9211,エフ・コード
3881,9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ
3882,9213,セイファート
3883,9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ
3884,9215,ＣａＳｙ
3885,9216,ビーウィズ
3886,9218,メンタルヘルステクノロジーズ
3887,9219,ギックス
3888,9220,エフビー介護サービス
3889,9221,フルハシＥＰＯ
3890,9222,ｍａｎａｂｙ
3891,9224,環境のミカタ
3892,9225,ブリッジコンサルティンググループ
3893,9226,アイガー
3894,9227,マイクロ波化学
3895,9229,サンウェルズ
3896,9232,パスコ
3897,9233,アジア航測
3898,9240,デリバリーコンサルティング
3899,9241,フューチャーリンクネットワーク
3900,9242,メディア総研
3901,9243,富士テクノホールディングス
3902,9244,デジタリフト
3903,9245,リベロ
3904,9246,プロジェクトカンパニー
3905,9247,ＴＲＥホールディングス
3906,9248,人・夢・技術グループ
3907,9249,日本エコシステム
3908,9250,ＧＲＣＳ
3909,9251,ＡＢ＆Ｃｏｍｐａｎｙ
3910,9252,ラストワンマイル
3911,9253,スローガン
3912,9254,ラバブルマーケティンググループ
3913,9256,サクシード
3914,9257,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ
3915,9258,ＣＳ－Ｃ
3916,9259,タカヨシ
3917,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス
3918,9262,シルバーライフ
3919,9263,ビジョナリーホールディングス
3920,9264,ポエック
3921,9265,ヤマシタヘルスケアホールディングス
3922,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
3923,9268,オプティマスグループ
3924,9270,バリュエンスホールディングス
3925,9271,和心
3926,9272,ブティックス
3927,9273,コーア商事ホールディングス
3928,9274,ＫＰＰグループホールディングス
3929,9275,ナルミヤ・インターナショナル
3930,9278,ブックオフグループホールディングス
3931,9279,ギフトホールディングス
3932,9282,いちごグリーンインフラ投資法人
3933,9284,カナディアン・ソーラー・インフラ投資法人
3934,9285,東京インフラ・エネルギー投資法人
3935,9286,エネクス・インフラ投資法人
3936,9287,ジャパン・インフラファンド投資法人
3937,9301,三菱倉庫
3938,9302,三井倉庫ホールディングス
3939,9303,住友倉庫
3940,9304,澁澤倉庫
3941,9305,ヤマタネ
3942,9306,東陽倉庫
3943,9307,杉村倉庫
3944,9308,乾汽船
3945,9310,日本トランスシティ
3946,9311,アサガミ
3947,9312,ケイヒン
3948,9313,丸八倉庫
3949,9318,アジア開発キャピタル
3950,9319,中央倉庫
3951,9322,川西倉庫
3952,9324,安田倉庫
3953,9325,ファイズホールディングス
3954,9326,関通
3955,9327,イー・ロジット
3956,9335,テクノクリエイティブ
3957,9336,大栄環境
3958,9337,トリドリ
3959,9338,ＩＮＦＯＲＩＣＨ
3960,9339,コーチ・エィ
3961,9340,アソインターナショナル
3962,9341,ＧＥＮＯＶＡ
3963,9342,スマサポ
3964,9343,アイビス
3965,9344,アクシスコンサルティング
3966,9345,ビズメイツ
3967,9346,ココルポート
3968,9351,東洋埠頭
3969,9353,櫻島埠頭
3970,9355,リンコーコーポレーション
3971,9360,鈴与シンワート
3972,9361,伏木海陸運送
3973,9362,兵機海運
3974,9363,大運
3975,9364,上組
3976,9365,トレーディア
3977,9366,サンリツ
3978,9367,大東港運
3979,9368,キムラユニティー
3980,9369,キユーソー流通システム
3981,9376,ユーラシア旅行社
3982,9377,エージーピー
3983,9380,東海運
3984,9381,エーアイテイー
3985,9384,内外トランスライン
3986,9385,ショーエイコーポレーション
3987,9386,日本コンセプト
3988,9388,パパネッツ
3989,9399,ビート・ホールディングス・リミテッド
3990,9401,ＴＢＳホールディングス
3991,9404,日本テレビホールディングス
3992,9405,朝日放送グループホールディングス
3993,9408,新潟放送
3994,9409,テレビ朝日ホールディングス
3995,9412,スカパーＪＳＡＴホールディングス
3996,9413,テレビ東京ホールディングス
3997,9414,日本ＢＳ放送
3998,9416,ビジョン
3999,9417,スマートバリュー
4000,9418,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
4001,9419,ワイヤレスゲート
4002,9421,エヌジェイホールディングス
4003,9423,フォーバル・リアルストレート
4004,9424,日本通信
4005,9425,日本テレホン
4006,9428,クロップス
4007,9432,日本電信電話
4008,9433,ＫＤＤＩ
4009,9434,ソフトバンク
4010,9435,光通信
4011,9436,沖縄セルラー電話
4012,9438,エムティーアイ
4013,9439,エム・エイチ・グループ
4014,9441,ベルパーク
4015,9444,トーシンホールディングス
4016,9445,フォーバルテレコム
4017,9446,サカイホールディングス
4018,9449,ＧＭＯインターネットグループ
4019,9450,ファイバーゲート
4020,9465,Ｋｉｐｓ
4021,9466,アイドママーケティングコミュニケーション
4022,9467,アルファポリス
4023,9468,ＫＡＤＯＫＡＷＡ
4024,9470,学研ホールディングス
4025,9474,ゼンリン
4026,9475,昭文社ホールディングス
4027,9476,中央経済社ホールディングス
4028,9478,ＳＥホールディングス・アンド・インキュベーションズ
4029,9479,インプレスホールディングス
4030,9501,東京電力ホールディングス
4031,9502,中部電力
4032,9503,関西電力
4033,9504,中国電力
4034,9505,北陸電力
4035,9506,東北電力
4036,9507,四国電力
4037,9508,九州電力
4038,9509,北海道電力
4039,9511,沖縄電力
4040,9513,電源開発
4041,9514,エフオン
4042,9517,イーレックス
4043,9519,レノバ
4044,9522,リニューアブル・ジャパン
4045,9531,東京瓦斯
4046,9532,大阪瓦斯
4047,9533,東邦瓦斯
4048,9534,北海道瓦斯
4049,9535,広島ガス
4050,9536,西部ガスホールディングス
4051,9537,北陸瓦斯
4052,9539,京葉瓦斯
4053,9543,静岡ガス
4054,9551,メタウォーター
4055,9552,Ｍ＆Ａ総研ホールディングス
4056,9553,マイクロアド
4057,9554,ＡＶｉＣ
4058,9556,ＩＮＴＬＯＯＰ
4059,9557,エアークローゼット
4060,9558,ジャパニアス
4061,9559,ペアキャピタル
4062,9560,プログリット
4063,9561,グラッドキューブ
4064,9562,ビジネスコーチ
4065,9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
